subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,diseases,count,crude_se,population
27,4,55-64,1,Female,3,HIS,LC,1091,59,2911586
28,4,55-64,1,Female,4,OTH,LC,1455,76,2629488
29,4,55-64,2,Male,1,NHW,LC,18889,301,15564860
30,4,55-64,2,Male,2,NHB,LC,3147,110,2050599
31,4,55-64,2,Male,3,HIS,LC,1207,63,2832735
32,4,55-64,2,Male,4,OTH,LC,1759,83,2195076
33,5,65-74,1,Female,1,NHW,LC,27443,346,11513863
34,5,65-74,1,Female,2,NHB,LC,3010,104,1390166
35,5,65-74,1,Female,3,HIS,LC,1606,71,1616432
36,5,65-74,1,Female,4,OTH,LC,1387,57,1089947
37,5,65-74,2,Male,1,NHW,LC,27902,347,10345066
38,5,65-74,2,Male,2,NHB,LC,3766,119,1099252
39,5,65-74,2,Male,3,HIS,LC,1560,65,1168063
40,5,65-74,2,Male,4,OTH,LC,1972,72,989548
41,6,75+,1,Female,1,NHW,LC,29810,354,9145660
42,6,75+,1,Female,2,NHB,LC,3230,125,1249362
43,6,75+,1,Female,3,HIS,LC,1175,49,737080
44,6,75+,1,Female,4,OTH,LC,1427,53,689818
45,6,75+,2,Male,1,NHW,LC,29420,359,6831819
46,6,75+,2,Male,2,NHB,LC,3135,118,670963
47,6,75+,2,Male,3,HIS,LC,1464,58,548525
48,6,75+,2,Male,4,OTH,LC,2046,73,638884
1,1,20-34,1,Female,1,NHW,LVC,36,13,18192633
2,1,20-34,1,Female,2,NHB,LVC,24,10,4596338
3,1,20-34,1,Female,3,HIS,LVC,21,8,6549965
4,1,20-34,1,Female,4,OTH,LVC,10,6,3878604
5,1,20-34,2,Male,1,NHW,LVC,67,18,19295314
6,1,20-34,2,Male,2,NHB,LVC,15,8,4186659
7,1,20-34,2,Male,3,HIS,LVC,23,8,6886181
8,1,20-34,2,Male,4,OTH,LVC,26,10,3785306
9,2,35-44,1,Female,1,NHW,LVC,107,21,10789518
10,2,35-44,1,Female,2,NHB,LVC,39,13,2841551
11,2,35-44,1,Female,3,HIS,LVC,23,9,4706043
12,2,35-44,1,Female,4,OTH,LVC,23,9,2705155
13,2,35-44,2,Male,1,NHW,LVC,107,21,10698668
14,2,35-44,2,Male,2,NHB,LVC,35,12,2373836
15,2,35-44,2,Male,3,HIS,LVC,43,12,4477083
16,2,35-44,2,Male,4,OTH,LVC,103,18,2268050
17,3,45-54,1,Female,1,NHW,LVC,360,41,12961330
18,3,45-54,1,Female,2,NHB,LVC,70,16,2294986
19,3,45-54,1,Female,3,HIS,LVC,109,16,2981376
20,3,45-54,1,Female,4,OTH,LVC,66,13,1908325
21,3,45-54,2,Male,1,NHW,LVC,775,54,10622756
22,3,45-54,2,Male,2,NHB,LVC,220,30,2323392
23,3,45-54,2,Male,3,HIS,LVC,436,33,3207152
24,3,45-54,2,Male,4,OTH,LVC,400,41,2807268
25,4,55-64,1,Female,1,NHW,LVC,1519,87,16626401
26,4,55-64,1,Female,2,NHB,LVC,445,47,3005374
27,4,55-64,1,Female,3,HIS,LVC,571,43,2911586
28,4,55-64,1,Female,4,OTH,LVC,366,38,2629488
29,4,55-64,2,Male,1,NHW,LVC,5749,165,15564860
30,4,55-64,2,Male,2,NHB,LVC,1208,68,2050599
31,4,55-64,2,Male,3,HIS,LVC,1570,72,2832735
32,4,55-64,2,Male,4,OTH,LVC,1162,68,2195076
33,5,65-74,1,Female,1,NHW,LVC,1977,93,11513863
34,5,65-74,1,Female,2,NHB,LVC,379,37,1390166
35,5,65-74,1,Female,3,HIS,LVC,684,47,1616432
36,5,65-74,1,Female,4,OTH,LVC,333,28,1089947
37,5,65-74,2,Male,1,NHW,LVC,5625,157,10345066
38,5,65-74,2,Male,2,NHB,LVC,1150,66,1099252
39,5,65-74,2,Male,3,HIS,LVC,1188,57,1168063
40,5,65-74,2,Male,4,OTH,LVC,763,45,989548
41,6,75+,1,Female,1,NHW,LVC,2131,95,9145660
42,6,75+,1,Female,2,NHB,LVC,308,39,1249362
43,6,75+,1,Female,3,HIS,LVC,450,31,737080
44,6,75+,1,Female,4,OTH,LVC,321,25,689818
45,6,75+,2,Male,1,NHW,LVC,3647,127,6831819
46,6,75+,2,Male,2,NHB,LVC,402,43,670963
47,6,75+,2,Male,3,HIS,LVC,518,35,548525
48,6,75+,2,Male,4,OTH,LVC,564,38,638884
1,1,20-34,1,Female,1,NHW,MLPC,218,31,18192633
2,1,20-34,1,Female,2,NHB,MLPC,44,14,4596338
3,1,20-34,1,Female,3,HIS,MLPC,65,14,6549965
4,1,20-34,1,Female,4,OTH,MLPC,72,16,3878604
5,1,20-34,2,Male,1,NHW,MLPC,240,33,19295314
6,1,20-34,2,Male,2,NHB,MLPC,40,12,4186659
7,1,20-34,2,Male,3,HIS,MLPC,64,13,6886181
8,1,20-34,2,Male,4,OTH,MLPC,111,19,3785306
9,2,35-44,1,Female,1,NHW,MLPC,398,40,10789518
10,2,35-44,1,Female,2,NHB,MLPC,73,18,2841551
11,2,35-44,1,Female,3,HIS,MLPC,89,17,4706043
12,2,35-44,1,Female,4,OTH,MLPC,109,19,2705155
13,2,35-44,2,Male,1,NHW,MLPC,766,55,10698668
14,2,35-44,2,Male,2,NHB,MLPC,140,24,2373836
15,2,35-44,2,Male,3,HIS,MLPC,132,20,4477083
16,2,35-44,2,Male,4,OTH,MLPC,196,25,2268050
17,3,45-54,1,Female,1,NHW,MLPC,1513,82,12961330
18,3,45-54,1,Female,2,NHB,MLPC,185,26,2294986
19,3,45-54,1,Female,3,HIS,MLPC,181,21,2981376
20,3,45-54,1,Female,4,OTH,MLPC,169,21,1908325
21,3,45-54,2,Male,1,NHW,MLPC,3596,114,10622756
22,3,45-54,2,Male,2,NHB,MLPC,605,49,2323392
23,3,45-54,2,Male,3,HIS,MLPC,456,34,3207152
24,3,45-54,2,Male,4,OTH,MLPC,665,53,2807268
25,4,55-64,1,Female,1,NHW,MLPC,3719,135,16626401
26,4,55-64,1,Female,2,NHB,MLPC,503,50,3005374
27,4,55-64,1,Female,3,HIS,MLPC,350,34,2911586
28,4,55-64,1,Female,4,OTH,MLPC,374,39,2629488
29,4,55-64,2,Male,1,NHW,MLPC,12018,240,15564860
30,4,55-64,2,Male,2,NHB,MLPC,1262,70,2050599
31,4,55-64,2,Male,3,HIS,MLPC,911,55,2832735
32,4,55-64,2,Male,4,OTH,MLPC,1003,63,2195076
33,5,65-74,1,Female,1,NHW,MLPC,3354,121,11513863
34,5,65-74,1,Female,2,NHB,MLPC,343,36,1390166
35,5,65-74,1,Female,3,HIS,MLPC,288,30,1616432
36,5,65-74,1,Female,4,OTH,MLPC,177,21,1089947
37,5,65-74,2,Male,1,NHW,MLPC,10447,213,10345066
38,5,65-74,2,Male,2,NHB,MLPC,960,60,1099252
39,5,65-74,2,Male,3,HIS,MLPC,677,43,1168063
40,5,65-74,2,Male,4,OTH,MLPC,559,39,989548
41,6,75+,1,Female,1,NHW,MLPC,3488,121,9145660
42,6,75+,1,Female,2,NHB,MLPC,279,37,1249362
43,6,75+,1,Female,3,HIS,MLPC,204,21,737080
44,6,75+,1,Female,4,OTH,MLPC,171,19,689818
45,6,75+,2,Male,1,NHW,MLPC,7084,176,6831819
46,6,75+,2,Male,2,NHB,MLPC,486,47,670963
47,6,75+,2,Male,3,HIS,MLPC,375,29,548525
48,6,75+,2,Male,4,OTH,MLPC,411,33,638884
1,1,20-34,1,Female,1,NHW,MMC,23,10,18192633
2,1,20-34,1,Female,2,NHB,MMC,16,8,4596338
3,1,20-34,1,Female,3,HIS,MMC,3,3,6549965
4,1,20-34,1,Female,4,OTH,MMC,7,5,3878604
5,1,20-34,2,Male,1,NHW,MMC,23,10,19295314
6,1,20-34,2,Male,2,NHB,MMC,18,8,4186659
7,1,20-34,2,Male,3,HIS,MMC,13,6,6886181
8,1,20-34,2,Male,4,OTH,MMC,13,7,3785306
9,2,35-44,1,Female,1,NHW,MMC,123,23,10789518
10,2,35-44,1,Female,2,NHB,MMC,107,22,2841551
11,2,35-44,1,Female,3,HIS,MMC,73,16,4706043
12,2,35-44,1,Female,4,OTH,MMC,23,9,2705155
13,2,35-44,2,Male,1,NHW,MMC,178,27,10698668
14,2,35-44,2,Male,2,NHB,MMC,102,20,2373836
15,2,35-44,2,Male,3,HIS,MMC,49,12,4477083
16,2,35-44,2,Male,4,OTH,MMC,37,11,2268050
17,3,45-54,1,Female,1,NHW,MMC,497,47,12961330
18,3,45-54,1,Female,2,NHB,MMC,320,34,2294986
19,3,45-54,1,Female,3,HIS,MMC,156,20,2981376
20,3,45-54,1,Female,4,OTH,MMC,46,11,1908325
21,3,45-54,2,Male,1,NHW,MMC,597,47,10622756
22,3,45-54,2,Male,2,NHB,MMC,346,37,2323392
23,3,45-54,2,Male,3,HIS,MMC,204,23,3207152
24,3,45-54,2,Male,4,OTH,MMC,123,23,2807268
25,4,55-64,1,Female,1,NHW,MMC,1519,87,16626401
26,4,55-64,1,Female,2,NHB,MMC,798,62,3005374
27,4,55-64,1,Female,3,HIS,MMC,341,33,2911586
28,4,55-64,1,Female,4,OTH,MMC,154,25,2629488
29,4,55-64,2,Male,1,NHW,MMC,2114,102,15564860
30,4,55-64,2,Male,2,NHB,MMC,662,51,2050599
31,4,55-64,2,Male,3,HIS,MMC,422,37,2832735
32,4,55-64,2,Male,4,OTH,MMC,203,29,2195076
33,5,65-74,1,Female,1,NHW,MMC,2155,97,11513863
34,5,65-74,1,Female,2,NHB,MMC,743,52,1390166
35,5,65-74,1,Female,3,HIS,MMC,332,33,1616432
36,5,65-74,1,Female,4,OTH,MMC,154,19,1089947
37,5,65-74,2,Male,1,NHW,MMC,3304,119,10345066
38,5,65-74,2,Male,2,NHB,MMC,810,55,1099252
39,5,65-74,2,Male,3,HIS,MMC,344,31,1168063
40,5,65-74,2,Male,4,OTH,MMC,220,24,989548
41,6,75+,1,Female,1,NHW,MMC,2580,105,9145660
42,6,75+,1,Female,2,NHB,MMC,846,64,1249362
43,6,75+,1,Female,3,HIS,MMC,254,23,737080
44,6,75+,1,Female,4,OTH,MMC,156,18,689818
45,6,75+,2,Male,1,NHW,MMC,3468,123,6831819
46,6,75+,2,Male,2,NHB,MMC,654,54,670963
47,6,75+,2,Male,3,HIS,MMC,262,25,548525
48,6,75+,2,Male,4,OTH,MMC,182,22,638884
1,1,20-34,1,Female,1,NHW,OC,457,46,18192633
2,1,20-34,1,Female,2,NHB,OC,84,19,4596338
3,1,20-34,1,Female,3,HIS,OC,179,22,6549965
4,1,20-34,1,Female,4,OTH,OC,114,20,3878604
5,1,20-34,2,Male,1,NHW,OC,0,0,19295314
6,1,20-34,2,Male,2,NHB,OC,0,0,4186659
7,1,20-34,2,Male,3,HIS,OC,0,0,6886181
8,1,20-34,2,Male,4,OTH,OC,0,0,3785306
9,2,35-44,1,Female,1,NHW,OC,570,49,10789518
10,2,35-44,1,Female,2,NHB,OC,154,26,2841551
11,2,35-44,1,Female,3,HIS,OC,306,32,4706043
12,2,35-44,1,Female,4,OTH,OC,193,25,2705155
13,2,35-44,2,Male,1,NHW,OC,0,0,10698668
14,2,35-44,2,Male,2,NHB,OC,0,0,2373836
15,2,35-44,2,Male,3,HIS,OC,0,0,4477083
16,2,35-44,2,Male,4,OTH,OC,0,0,2268050
17,3,45-54,1,Female,1,NHW,OC,1783,90,12961330
18,3,45-54,1,Female,2,NHB,OC,271,31,2294986
19,3,45-54,1,Female,3,HIS,OC,477,34,2981376
20,3,45-54,1,Female,4,OTH,OC,347,30,1908325
21,3,45-54,2,Male,1,NHW,OC,0,0,10622756
22,3,45-54,2,Male,2,NHB,OC,0,0,2323392
23,3,45-54,2,Male,3,HIS,OC,0,0,3207152
24,3,45-54,2,Male,4,OTH,OC,0,0,2807268
25,4,55-64,1,Female,1,NHW,OC,3862,138,16626401
26,4,55-64,1,Female,2,NHB,OC,566,53,3005374
27,4,55-64,1,Female,3,HIS,OC,675,47,2911586
28,4,55-64,1,Female,4,OTH,OC,551,47,2629488
29,4,55-64,2,Male,1,NHW,OC,0,0,15564860
30,4,55-64,2,Male,2,NHB,OC,0,0,2050599
31,4,55-64,2,Male,3,HIS,OC,0,0,2832735
32,4,55-64,2,Male,4,OTH,OC,0,0,2195076
33,5,65-74,1,Female,1,NHW,OC,3906,131,11513863
34,5,65-74,1,Female,2,NHB,OC,382,37,1390166
35,5,65-74,1,Female,3,HIS,OC,516,41,1616432
36,5,65-74,1,Female,4,OTH,OC,278,26,1089947
37,5,65-74,2,Male,1,NHW,OC,0,0,10345066
38,5,65-74,2,Male,2,NHB,OC,0,0,1099252
39,5,65-74,2,Male,3,HIS,OC,0,0,1168063
40,5,65-74,2,Male,4,OTH,OC,0,0,989548
41,6,75+,1,Female,1,NHW,OC,3723,126,9145660
42,6,75+,1,Female,2,NHB,OC,433,46,1249362
43,6,75+,1,Female,3,HIS,OC,220,22,737080
44,6,75+,1,Female,4,OTH,OC,185,19,689818
45,6,75+,2,Male,1,NHW,OC,0,0,6831819
46,6,75+,2,Male,2,NHB,OC,0,0,670963
47,6,75+,2,Male,3,HIS,OC,0,0,548525
48,6,75+,2,Male,4,OTH,OC,0,0,638884
1,1,20-34,1,Female,1,NHW,OSTK,20,4,18192633
2,1,20-34,1,Female,2,NHB,OSTK,13,4,4596338
3,1,20-34,1,Female,3,HIS,OSTK,8,2,6549965
4,1,20-34,1,Female,4,OTH,OSTK,4,1,3878604
5,1,20-34,2,Male,1,NHW,OSTK,25,6,19295314
6,1,20-34,2,Male,2,NHB,OSTK,7,1,4186659
7,1,20-34,2,Male,3,HIS,OSTK,9,2,6886181
8,1,20-34,2,Male,4,OTH,OSTK,4,1,3785306
9,2,35-44,1,Female,1,NHW,OSTK,90,10,10789518
10,2,35-44,1,Female,2,NHB,OSTK,46,7,2841551
11,2,35-44,1,Female,3,HIS,OSTK,18,5,4706043
12,2,35-44,1,Female,4,OTH,OSTK,9,2,2705155
13,2,35-44,2,Male,1,NHW,OSTK,81,10,10698668
14,2,35-44,2,Male,2,NHB,OSTK,62,8,2373836
15,2,35-44,2,Male,3,HIS,OSTK,26,6,4477083
16,2,35-44,2,Male,4,OTH,OSTK,13,4,2268050
17,3,45-54,1,Female,1,NHW,OSTK,315,18,12961330
18,3,45-54,1,Female,2,NHB,OSTK,174,14,2294986
19,3,45-54,1,Female,3,HIS,OSTK,61,8,2981376
20,3,45-54,1,Female,4,OTH,OSTK,29,6,1908325
21,3,45-54,2,Male,1,NHW,OSTK,481,23,10622756
22,3,45-54,2,Male,2,NHB,OSTK,259,17,2323392
23,3,45-54,2,Male,3,HIS,OSTK,95,10,3207152
24,3,45-54,2,Male,4,OTH,OSTK,31,6,2807268
25,4,55-64,1,Female,1,NHW,OSTK,1250,36,16626401
26,4,55-64,1,Female,2,NHB,OSTK,546,24,3005374
27,4,55-64,1,Female,3,HIS,OSTK,154,13,2911586
28,4,55-64,1,Female,4,OTH,OSTK,86,10,2629488
29,4,55-64,2,Male,1,NHW,OSTK,1794,43,15564860
30,4,55-64,2,Male,2,NHB,OSTK,812,29,2050599
31,4,55-64,2,Male,3,HIS,OSTK,240,16,2832735
32,4,55-64,2,Male,4,OTH,OSTK,114,11,2195076
33,5,65-74,1,Female,1,NHW,OSTK,3277,57,11513863
34,5,65-74,1,Female,2,NHB,OSTK,999,32,1390166
35,5,65-74,1,Female,3,HIS,OSTK,315,18,1616432
36,5,65-74,1,Female,4,OTH,OSTK,196,14,1089947
37,5,65-74,2,Male,1,NHW,OSTK,4046,64,10345066
38,5,65-74,2,Male,2,NHB,OSTK,1244,36,1099252
39,5,65-74,2,Male,3,HIS,OSTK,444,22,1168063
40,5,65-74,2,Male,4,OTH,OSTK,242,16,989548
41,6,75+,1,Female,1,NHW,OSTK,27260,228,9145660
42,6,75+,1,Female,2,NHB,OSTK,3210,80,1249362
43,6,75+,1,Female,3,HIS,OSTK,1756,59,737080
44,6,75+,1,Female,4,OTH,OSTK,1160,48,689818
45,6,75+,2,Male,1,NHW,OSTK,15356,175,6831819
46,6,75+,2,Male,2,NHB,OSTK,1864,61,670963
47,6,75+,2,Male,3,HIS,OSTK,1219,50,548525
48,6,75+,2,Male,4,OTH,OSTK,817,41,638884
1,1,20-34,1,Female,1,NHW,OSTK_medBMI,20,4,18192633
2,1,20-34,1,Female,2,NHB,OSTK_medBMI,13,4,4596338
3,1,20-34,1,Female,3,HIS,OSTK_medBMI,8,2,6549965
4,1,20-34,1,Female,4,OTH,OSTK_medBMI,4,1,3878604
5,1,20-34,2,Male,1,NHW,OSTK_medBMI,25,6,19295314
6,1,20-34,2,Male,2,NHB,OSTK_medBMI,7,1,4186659
7,1,20-34,2,Male,3,HIS,OSTK_medBMI,9,2,6886181
8,1,20-34,2,Male,4,OTH,OSTK_medBMI,4,1,3785306
9,2,35-44,1,Female,1,NHW,OSTK_medBMI,90,10,10789518
10,2,35-44,1,Female,2,NHB,OSTK_medBMI,46,7,2841551
11,2,35-44,1,Female,3,HIS,OSTK_medBMI,18,5,4706043
12,2,35-44,1,Female,4,OTH,OSTK_medBMI,9,2,2705155
13,2,35-44,2,Male,1,NHW,OSTK_medBMI,81,10,10698668
14,2,35-44,2,Male,2,NHB,OSTK_medBMI,62,8,2373836
15,2,35-44,2,Male,3,HIS,OSTK_medBMI,26,6,4477083
16,2,35-44,2,Male,4,OTH,OSTK_medBMI,13,4,2268050
17,3,45-54,1,Female,1,NHW,OSTK_medBMI,315,18,12961330
18,3,45-54,1,Female,2,NHB,OSTK_medBMI,174,14,2294986
19,3,45-54,1,Female,3,HIS,OSTK_medBMI,61,8,2981376
20,3,45-54,1,Female,4,OTH,OSTK_medBMI,29,6,1908325
21,3,45-54,2,Male,1,NHW,OSTK_medBMI,481,23,10622756
22,3,45-54,2,Male,2,NHB,OSTK_medBMI,259,17,2323392
23,3,45-54,2,Male,3,HIS,OSTK_medBMI,95,10,3207152
24,3,45-54,2,Male,4,OTH,OSTK_medBMI,31,6,2807268
25,4,55-64,1,Female,1,NHW,OSTK_medBMI,1250,36,16626401
26,4,55-64,1,Female,2,NHB,OSTK_medBMI,546,24,3005374
27,4,55-64,1,Female,3,HIS,OSTK_medBMI,154,13,2911586
28,4,55-64,1,Female,4,OTH,OSTK_medBMI,86,10,2629488
29,4,55-64,2,Male,1,NHW,OSTK_medBMI,1794,43,15564860
30,4,55-64,2,Male,2,NHB,OSTK_medBMI,812,29,2050599
31,4,55-64,2,Male,3,HIS,OSTK_medBMI,240,16,2832735
32,4,55-64,2,Male,4,OTH,OSTK_medBMI,114,11,2195076
33,5,65-74,1,Female,1,NHW,OSTK_medBMI,3277,57,11513863
34,5,65-74,1,Female,2,NHB,OSTK_medBMI,999,32,1390166
35,5,65-74,1,Female,3,HIS,OSTK_medBMI,315,18,1616432
36,5,65-74,1,Female,4,OTH,OSTK_medBMI,196,14,1089947
37,5,65-74,2,Male,1,NHW,OSTK_medBMI,4046,64,10345066
38,5,65-74,2,Male,2,NHB,OSTK_medBMI,1244,36,1099252
39,5,65-74,2,Male,3,HIS,OSTK_medBMI,444,22,1168063
40,5,65-74,2,Male,4,OTH,OSTK_medBMI,242,16,989548
41,6,75+,1,Female,1,NHW,OSTK_medBMI,27260,228,9145660
42,6,75+,1,Female,2,NHB,OSTK_medBMI,3210,80,1249362
43,6,75+,1,Female,3,HIS,OSTK_medBMI,1756,59,737080
44,6,75+,1,Female,4,OTH,OSTK_medBMI,1160,48,689818
45,6,75+,2,Male,1,NHW,OSTK_medBMI,15356,175,6831819
46,6,75+,2,Male,2,NHB,OSTK_medBMI,1864,61,670963
47,6,75+,2,Male,3,HIS,OSTK_medBMI,1219,50,548525
48,6,75+,2,Male,4,OTH,OSTK_medBMI,817,41,638884
1,1,20-34,1,Female,1,NHW,OSTK_medSBP,20,4,18192633
2,1,20-34,1,Female,2,NHB,OSTK_medSBP,13,4,4596338
3,1,20-34,1,Female,3,HIS,OSTK_medSBP,8,2,6549965
4,1,20-34,1,Female,4,OTH,OSTK_medSBP,4,1,3878604
5,1,20-34,2,Male,1,NHW,OSTK_medSBP,25,6,19295314
6,1,20-34,2,Male,2,NHB,OSTK_medSBP,7,1,4186659
7,1,20-34,2,Male,3,HIS,OSTK_medSBP,9,2,6886181
8,1,20-34,2,Male,4,OTH,OSTK_medSBP,4,1,3785306
9,2,35-44,1,Female,1,NHW,OSTK_medSBP,90,10,10789518
10,2,35-44,1,Female,2,NHB,OSTK_medSBP,46,7,2841551
11,2,35-44,1,Female,3,HIS,OSTK_medSBP,18,5,4706043
12,2,35-44,1,Female,4,OTH,OSTK_medSBP,9,2,2705155
13,2,35-44,2,Male,1,NHW,OSTK_medSBP,81,10,10698668
14,2,35-44,2,Male,2,NHB,OSTK_medSBP,62,8,2373836
15,2,35-44,2,Male,3,HIS,OSTK_medSBP,26,6,4477083
16,2,35-44,2,Male,4,OTH,OSTK_medSBP,13,4,2268050
17,3,45-54,1,Female,1,NHW,OSTK_medSBP,315,18,12961330
18,3,45-54,1,Female,2,NHB,OSTK_medSBP,174,14,2294986
19,3,45-54,1,Female,3,HIS,OSTK_medSBP,61,8,2981376
20,3,45-54,1,Female,4,OTH,OSTK_medSBP,29,6,1908325
21,3,45-54,2,Male,1,NHW,OSTK_medSBP,481,23,10622756
22,3,45-54,2,Male,2,NHB,OSTK_medSBP,259,17,2323392
23,3,45-54,2,Male,3,HIS,OSTK_medSBP,95,10,3207152
24,3,45-54,2,Male,4,OTH,OSTK_medSBP,31,6,2807268
25,4,55-64,1,Female,1,NHW,OSTK_medSBP,1250,36,16626401
26,4,55-64,1,Female,2,NHB,OSTK_medSBP,546,24,3005374
27,4,55-64,1,Female,3,HIS,OSTK_medSBP,154,13,2911586
28,4,55-64,1,Female,4,OTH,OSTK_medSBP,86,10,2629488
29,4,55-64,2,Male,1,NHW,OSTK_medSBP,1794,43,15564860
30,4,55-64,2,Male,2,NHB,OSTK_medSBP,812,29,2050599
31,4,55-64,2,Male,3,HIS,OSTK_medSBP,240,16,2832735
32,4,55-64,2,Male,4,OTH,OSTK_medSBP,114,11,2195076
33,5,65-74,1,Female,1,NHW,OSTK_medSBP,3277,57,11513863
34,5,65-74,1,Female,2,NHB,OSTK_medSBP,999,32,1390166
35,5,65-74,1,Female,3,HIS,OSTK_medSBP,315,18,1616432
36,5,65-74,1,Female,4,OTH,OSTK_medSBP,196,14,1089947
37,5,65-74,2,Male,1,NHW,OSTK_medSBP,4046,64,10345066
38,5,65-74,2,Male,2,NHB,OSTK_medSBP,1244,36,1099252
39,5,65-74,2,Male,3,HIS,OSTK_medSBP,444,22,1168063
40,5,65-74,2,Male,4,OTH,OSTK_medSBP,242,16,989548
41,6,75+,1,Female,1,NHW,OSTK_medSBP,27260,228,9145660
42,6,75+,1,Female,2,NHB,OSTK_medSBP,3210,80,1249362
43,6,75+,1,Female,3,HIS,OSTK_medSBP,1756,59,737080
44,6,75+,1,Female,4,OTH,OSTK_medSBP,1160,48,689818
45,6,75+,2,Male,1,NHW,OSTK_medSBP,15356,175,6831819
46,6,75+,2,Male,2,NHB,OSTK_medSBP,1864,61,670963
47,6,75+,2,Male,3,HIS,OSTK_medSBP,1219,50,548525
48,6,75+,2,Male,4,OTH,OSTK_medSBP,817,41,638884
1,1,20-34,1,Female,1,NHW,OTH,155,13,18192633
2,1,20-34,1,Female,2,NHB,OTH,85,10,4596338
3,1,20-34,1,Female,3,HIS,OTH,28,6,6549965
4,1,20-34,1,Female,4,OTH,OTH,9,2,3878604
5,1,20-34,2,Male,1,NHW,OTH,172,14,19295314
6,1,20-34,2,Male,2,NHB,OTH,83,9,4186659
7,1,20-34,2,Male,3,HIS,OTH,31,6,6886181
8,1,20-34,2,Male,4,OTH,OTH,15,4,3785306
9,2,35-44,1,Female,1,NHW,OTH,253,16,10789518
10,2,35-44,1,Female,2,NHB,OTH,139,12,2841551
11,2,35-44,1,Female,3,HIS,OTH,46,7,4706043
12,2,35-44,1,Female,4,OTH,OTH,9,2,2705155
13,2,35-44,2,Male,1,NHW,OTH,258,16,10698668
14,2,35-44,2,Male,2,NHB,OTH,137,12,2373836
15,2,35-44,2,Male,3,HIS,OTH,75,9,4477083
16,2,35-44,2,Male,4,OTH,OTH,38,7,2268050
17,3,45-54,1,Female,1,NHW,OTH,499,23,12961330
18,3,45-54,1,Female,2,NHB,OTH,244,16,2294986
19,3,45-54,1,Female,3,HIS,OTH,77,9,2981376
20,3,45-54,1,Female,4,OTH,OTH,31,6,1908325
21,3,45-54,2,Male,1,NHW,OTH,603,25,10622756
22,3,45-54,2,Male,2,NHB,OTH,250,16,2323392
23,3,45-54,2,Male,3,HIS,OTH,113,11,3207152
24,3,45-54,2,Male,4,OTH,OTH,33,6,2807268
25,4,55-64,1,Female,1,NHW,OTH,1071,33,16626401
26,4,55-64,1,Female,2,NHB,OTH,387,20,3005374
27,4,55-64,1,Female,3,HIS,OTH,123,12,2911586
28,4,55-64,1,Female,4,OTH,OTH,49,7,2629488
29,4,55-64,2,Male,1,NHW,OTH,1496,40,15564860
30,4,55-64,2,Male,2,NHB,OTH,366,20,2050599
31,4,55-64,2,Male,3,HIS,OTH,168,13,2832735
32,4,55-64,2,Male,4,OTH,OTH,51,8,2195076
33,5,65-74,1,Female,1,NHW,OTH,2153,47,11513863
34,5,65-74,1,Female,2,NHB,OTH,538,24,1390166
35,5,65-74,1,Female,3,HIS,OTH,212,15,1616432
36,5,65-74,1,Female,4,OTH,OTH,74,9,1089947
37,5,65-74,2,Male,1,NHW,OTH,2372,49,10345066
38,5,65-74,2,Male,2,NHB,OTH,364,20,1099252
39,5,65-74,2,Male,3,HIS,OTH,161,13,1168063
40,5,65-74,2,Male,4,OTH,OTH,76,9,989548
41,6,75+,1,Female,1,NHW,OTH,14844,169,9145660
42,6,75+,1,Female,2,NHB,OTH,1083,47,1249362
43,6,75+,1,Female,3,HIS,OTH,663,37,737080
44,6,75+,1,Female,4,OTH,OTH,419,29,689818
45,6,75+,2,Male,1,NHW,OTH,9270,136,6831819
46,6,75+,2,Male,2,NHB,OTH,551,34,670963
47,6,75+,2,Male,3,HIS,OTH,395,29,548525
48,6,75+,2,Male,4,OTH,OTH,250,23,638884
1,1,20-34,1,Female,1,NHW,OTH_medBMI,155,13,18192633
2,1,20-34,1,Female,2,NHB,OTH_medBMI,85,10,4596338
3,1,20-34,1,Female,3,HIS,OTH_medBMI,28,6,6549965
4,1,20-34,1,Female,4,OTH,OTH_medBMI,9,2,3878604
5,1,20-34,2,Male,1,NHW,OTH_medBMI,172,14,19295314
6,1,20-34,2,Male,2,NHB,OTH_medBMI,83,9,4186659
7,1,20-34,2,Male,3,HIS,OTH_medBMI,31,6,6886181
8,1,20-34,2,Male,4,OTH,OTH_medBMI,15,4,3785306
9,2,35-44,1,Female,1,NHW,OTH_medBMI,253,16,10789518
10,2,35-44,1,Female,2,NHB,OTH_medBMI,139,12,2841551
11,2,35-44,1,Female,3,HIS,OTH_medBMI,46,7,4706043
12,2,35-44,1,Female,4,OTH,OTH_medBMI,9,2,2705155
13,2,35-44,2,Male,1,NHW,OTH_medBMI,258,16,10698668
14,2,35-44,2,Male,2,NHB,OTH_medBMI,137,12,2373836
15,2,35-44,2,Male,3,HIS,OTH_medBMI,75,9,4477083
16,2,35-44,2,Male,4,OTH,OTH_medBMI,38,7,2268050
17,3,45-54,1,Female,1,NHW,OTH_medBMI,499,23,12961330
18,3,45-54,1,Female,2,NHB,OTH_medBMI,244,16,2294986
19,3,45-54,1,Female,3,HIS,OTH_medBMI,77,9,2981376
20,3,45-54,1,Female,4,OTH,OTH_medBMI,31,6,1908325
21,3,45-54,2,Male,1,NHW,OTH_medBMI,603,25,10622756
22,3,45-54,2,Male,2,NHB,OTH_medBMI,250,16,2323392
